24500|Shakespeare's Lost Years in London, 1586-1592|2008-02-03|http://www.gutenberg.org/ebooks/24500
22420|The Book of Nature Myths|2007-08-27|http://www.gutenberg.org/ebooks/22420
18146|The Children's Portion|2006-04-10|http://www.gutenberg.org/ebooks/18146
16093|The Eternal Maiden|2005-06-20|http://www.gutenberg.org/ebooks/16093
27340|Outdoor Sketching Four Talks Given before the Art Institute of Chicago; The Scammon Lectures, 1914|2008-11-27|http://www.gutenberg.org/ebooks/27340
9947|Queen Victoria Story of Her Life and Reign, 1819-1901|2006-02-01|http://www.gutenberg.org/ebooks/9947
29906|Modern Painters, Volume 2 (of 5)|2009-09-04|http://www.gutenberg.org/ebooks/29906
44659|Secret Service Being the Happenings of a Night in Richmond in the Spring of 1865|2014-01-14|http://www.gutenberg.org/ebooks/44659
15095|The Story of a Picture|2005-02-18|http://www.gutenberg.org/ebooks/15095
40672|The White Virgin|2012-09-05|http://www.gutenberg.org/ebooks/40672
21884|The Faithless Parrot|2007-06-21|http://www.gutenberg.org/ebooks/21884
11093|Trailin'!|2004-02-01|http://www.gutenberg.org/ebooks/11093
35135|Partners: A Novel.|2011-01-31|http://www.gutenberg.org/ebooks/35135
5324|The Book of Were-Wolves|2004-03-01|http://www.gutenberg.org/ebooks/5324
44438|The War with Mexico, Volume 2 (of 2)|2013-12-16|http://www.gutenberg.org/ebooks/44438
