10521|16.834785|104973|4.509268
34117|11.873503|169246|5.174827
33409|14.320728|58527|4.406204
30020|15.460432|2993|5.053048
24163|23.909786|14332|4.719192
30449|14.699308|43278|4.234349
38092|16.880556|29080|4.859141
19876|20.157880|71344|4.645845
33585|19.945776|14512|4.965796
12781|18.690887|13872|4.915662
5779|13.172945|85070|4.571601
12896|23.756277|53572|4.911384
43755|16.838057|11172|5.039994
263|15.832203|8036|4.643721
8666|15.163333|3244|5.085513
11988|16.332185|60300|4.817482
23853|22.724840|91276|4.559629
31920|18.391363|66412|4.865263
30667|11.413592|16329|4.510491
13759|17.169924|18904|4.967787
10081|11.423954|52776|4.585991
7256|13.033163|3804|4.938344
44559|17.128876|41226|4.787402
1361|11.561599|44398|4.455134
37952|14.297765|18526|4.407090
32770|13.643319|78945|4.591639
26990|17.547082|85904|4.371269
46247|19.340090|33043|4.890503
29226|11.841207|25764|4.942702
33765|20.524993|68911|4.806269
43989|18.321851|71561|4.427497
12392|11.165854|12429|4.982744
28956|15.195088|64277|4.520585
44599|15.097303|14366|4.705507
8406|24.845355|84809|4.686857
43930|22.000756|27780|4.697920
25475|18.873734|58336|4.649134
18848|21.380022|75321|4.925808
15768|19.270297|18158|4.601295
37399|17.066450|103483|4.755277
30421|18.470368|82532|4.831029
33567|13.515309|42836|4.565642
35779|19.241970|34639|4.401680
13193|12.668593|18420|4.671331
39984|14.759424|106365|4.610978
16029|18.937729|9035|4.705029
26366|17.923993|30295|5.048481
32039|19.369168|8244|5.025552
19484|17.646492|11524|4.803570
32828|13.480790|10976|4.777217
27824|12.059419|110727|4.584369
1091|21.304166|90239|4.684665
11752|16.675119|61827|4.678800
30573|24.657400|31514|4.540480
30295|10.314902|44586|4.744983
39952|11.606184|32852|5.028369
18184|20.412115|19250|5.031574
22921|13.055970|2194|5.226636
6653|15.573315|98956|4.865551
43206|14.565333|4157|4.968510
12483|19.076775|147036|4.797312
6839|18.619691|199918|5.064520
1333|17.588933|25395|4.567940
7558|16.406780|2567|5.225981
32418|22.277050|109256|4.739447
28152|19.607271|168592|4.947686
1866|22.345355|153593|4.655218
38350|9.197627|18847|4.853216
15036|18.486398|15684|4.421861
14812|21.642593|86499|4.799519
46048|13.414221|78684|4.695833
6896|16.495846|133697|4.882528
24085|13.182893|74523|4.615063
67|17.007407|79055|5.179978
4426|12.718526|153365|4.521982
40146|11.203469|80738|4.674805
20809|13.481848|10950|4.648470
2709|11.987615|122587|4.621210
3663|14.082935|98881|4.451051
19781|19.998767|47352|4.937892
16419|18.850435|20373|4.903128
36717|12.927825|49385|4.660150
35775|11.628719|79596|4.582045
7450|19.419968|84473|4.974143
6139|21.509982|46103|4.830725
12811|16.550292|24199|4.721063
1222|20.899900|19574|4.495905
20427|18.164748|19203|4.609177
39732|16.131524|67625|4.440186
51035|11.030806|3350|5.052417
12328|30.037897|135818|4.837000
45888|14.885330|45167|4.819311
28498|14.671305|37706|4.598165
5694|24.204927|161812|4.764991
6825|19.878207|72304|4.599764
11895|24.073087|33938|4.870073
40340|15.324521|89125|4.801637
20487|27.100438|72896|4.764248
1306|11.353388|34549|4.579294
1248|19.049892|86515|4.666830
1617|12.499856|42057|4.495019
32887|16.034314|18321|4.839499
22906|17.599365|43063|4.602326
43126|13.464884|40490|4.476875
6569|22.232006|56765|4.501033
35873|18.691658|188920|4.620160
42390|18.294969|121253|4.740523
38086|21.443894|11690|5.234937
13955|15.006886|94589|4.605085
43647|21.366002|47965|4.914837
159|14.583802|45334|4.573662
41597|14.928630|126917|4.898528
41510|19.196841|46092|4.870688
20322|9.621195|24297|4.936685
