38595|Van Loon, Hendrik Willem
35989|Curry, S. S. (Samuel Silas)
35899|Rizal, José
1584|Plato
29374|Wallace, Dillon
27300|Alger, Horatio, Jr.
36348|Carleton, George Washington
11641|Bennett, Arnold
13222|Nordhoff, Charles
43969|S., A. P. I. (Samuels, Arthur Purefoy Irwin)
29892|Ellis, Edward Sylvester
3727|Richardson, Henry Handel
22194|Richardson, James Hugh
50890|Doede, William R.
38481|Various
26769|Various
11970|Brame, Charlotte M.
42167|Wills, C. J. (Charles James)
15076|Corbett, Julian Stafford
16432|Christen, A.
4929|Phillips, David Graham
5347|Fisher, Dorothy Canfield
15883|Anonymous
53726|Cowper, Frank Cadogan
81|Burroughs, Edgar Rice
15229|Howell, Ithamar
29381|Lever, Charles James
2049|Hazlitt, William
23594|Anonymous
37518|Anonymous
44133|Williams, Adene
14933|Various
6583|Sainte-Foi, Charles
37677|Ellis, J. Breckenridge (John Breckenridge)
4399|Millay, Edna St. Vincent
13177|Parloa, Maria
6288|Parker, Gilbert
33756|Richards, Caroline Cowles
26360|Tieck, Ludwig
5155|Donnelly, Ignatius
26259|Southworth, Emma Dorothy Eliza Nevitte
9883|Various
5216|unknown
19672|Stevenson, Burton Egbert
30995|unknown
23115|Martineau, Harriet
7827|Hudson, W. H. (William Henry)
1327|Von Arnim, Elizabeth
1353|Verne, Jules
11023|unknown
46234|Marie, de France, active 12th century
13961|Various
16197|Cobb, Irvin S. (Irvin Shrewsbury)
8055|Anonymous
32835|Farrar, Geraldine
23528|Anonymous
14715|De Wolfe, Elsie
10641|Lord, John
29150|Fortescue, Beatrice
36043|Lissagaray
485|Baum, L. Frank (Lyman Frank)
51241|Dryfoos, Dave
9447|Holley, Marietta
19501|Davis, Richard Harding
21659|Franklin, Miles
28878|Hawley, Mabel C.
33706|Hulbert, Archer Butler
28671|Elwes, Alfred
17897|Thomas, Aquinas, Saint
15202|unknown
38539|Various
12746|Swift, Jonathan
27061|Scott, G. Firth
57382|Franking, Mae M.
45038|Blackmore, R. D. (Richard Doddridge)
46369|Torrey, William
2897|Fleming, Walter L. (Walter Lynwood)
19325|unknown
23931|Smith, George O. (George Oliver)
39358|Crane, Walter
24591|Black, Joseph
23924|Leighton, Robert
33560|Echols, Joan
9874|Doyle, Arthur Conan
43138|Meade, L. T.
42223|Sharp, Dallas Lore
14147|Various
8721|Zola, Émile
5120|Clouston, J. Storer (Joseph Storer)
15999|Falstaffe, John, Sir
12628|Arnold, Matthew
19361|unknown
6916|Traill, H. D. (Henry Duff)
21737|Ballantyne, R. M. (Robert Michael)
28389|Butler, Ellis Parker
25731|Roth, H. Ling (Henry Ling)
41387|Various
19263|Labouchere, Henry
43407|Anonymous
34458|Couperus, Louis
20615|Meredith, Ellis
6598|Stowe, Harriet Beecher
14406|Bindloss, Harold
41278|Gibson, W. Hamilton (William Hamilton)
21695|Ballantyne, R. M. (Robert Michael)
32761|Rhodes, W. H. (William Henry)
20740|unknown
3800|Spinoza, Benedictus de
43569|Mitchell, Lebbeus
40838|Nesbit, Hume
30730|Thompson, Francis
39548|Micheaux, Oscar
44263|Various
35824|Knox, J. Armoy (John Armoy)
19371|Cullum, Ridgwell
19912|Davy (An Englishman)
43351|Wells, Carolyn
40918|Hardwick, Charles
30432|Dickinson, G. Lowes (Goldsworthy Lowes)
38069|Bindloss, Harold
2488|Verne, Jules
12349|Walpole, Hugh
21464|Kingston, William Henry Giles
45237|Various
21296|Fenn, George Manville
39204|Lincoln, Abraham
34097|Caddy, Florence
18237|Dewar, Douglas
11160|Gibbs, J. Arthur (Joseph Arthur)
31416|Sinclair, May
18288|unknown
31763|unknown
30643|Stevenson, Robert Louis
18506|Burton, Richard Francis, Sir
29158|Various
36083|Isham, Frederic Stewart
31356|MacLean, Katherine
45097|Prime, Samuel Irenæus
16776|Wilcox, Ella Wheeler
