Crockett, S. R. (Samuel Rutherford)|1860
Langworthy, Daniel Avery|1832
Kimball, Heber C. (Heber Chase)|1801
Wentworth, Tappan|1802
Meade, L. T.|1854
Gookin, Frederick W.|1853
Follen, Eliza Lee Cabot|1787
Pritchett, R. T. (Robert Taylor)|1828
Turner, Ethel Sybil|1870
Brinton, Sybil G.|NULL
Niendorff, John|NULL
Thomas, Edward|1878
Brooke, Rupert|1887
Brereton, F. S. (Frederick Sadleir)|1872
Catlin, George|1796
Farrar, F. W. (Frederic William)|1831
Lawrence, D. H. (David Herbert)|1885
Ballou, Maturin Murray|1820
Black, William|1841
Crawford, F. Marion (Francis Marion)|1854
Creswicke, Louis|NULL
Wren, Percival Christopher|1885
Fonda, Arthur Isaac|NULL
Adams, Samuel Hopkins|1871
Irby, Augustus Henry|NULL
Molesworth, Mrs.|1839
Le Queux, William|1864
Norton, Carol|1876
Cyrano de Bergerac|1619
Abney, William de Wiveleslie, Sir|1843
Knight, Francis A. (Francis Arnold)|1852
Porter, Horace|1863
Knight, Landon|NULL
Various|NULL
White, Samuel Alexander|1885
Smith, Francis Hopkinson|1838
Gautier, Judith|1845
Marks, Jeannette Augustus|1875
Buchholtz, Johannes|1882
Pepys, Samuel|1633
Adams, H. G. (Henry Gardiner)|1811
Dennis, C. J. (Clarence James)|1876
Hornung, E. W. (Ernest William)|1866
Elliott, Maud Howe|1854
Wade, Mary Hazelton Blanchard|1860
Schuler, Phillip F. E. (Frederick Edward)|1879
Thayer, Alexander Wheelock|1817
Bede, Cuthbert|1827
Benson, E. F. (Edward Frederic)|1867
Evelyn, John|1620
unknown|NULL
Various|NULL
Conway, Moncure Daniel|1832
Moss, Arthur B.|1855
Ffoulkes, Charles John|1868
Various|NULL
Pepys, Samuel|1633
Bland, Salem Goldworth|1859
Reed, Charles K. (Charles Keller)|1851
Frankland, Grace C.|1858
Carey & Hart|NULL
Gallon, Tom|1866
Yule, Adam|NULL
Snell, Roy J. (Roy Judson)|1878
Vachell, Horace Annesley|1861
Various|NULL
Russell, William Howard, Sir|1820
Wharton, Edith|1862
Fulton, Frances I. Sims|NULL
Boas, Franz|1858
unknown|NULL
Teasdale, Sara|1884
Various|NULL
Gibson, Wilfrid Wilson|1878
Conn, H. W. (Herbert William)|1859
Bayles, W. Harrison (William Harrison)|1841
Cuddeback, William Louis|1854
Johnson, Willis Fletcher|1857
Hallays, André|1859
Various|NULL
unknown|NULL
Merchant, Ella|1846
Street, George Edmund|1824
McManus, Blanche|1869
Macdonald, Frederika|NULL
Arthur, T. S. (Timothy Shay)|1809
Sinclair, Catherine|1800
Byers, S. H. M. (Samuel Hawkins Marshall)|1838
Blackwood, Algernon|1869
Finnemore, John|1863
Burnett, Frances Hodgson|1849
Nixon, Oliver W. (Oliver Woodson)|1825
Hay, George|1876
Brandeis, Madeline|1897
Bouchot, Henri|1849
Taylor, Henry Osborn|1856
Smyth, Clifford|1866
Potter, Beatrix|1866
Shelley, Mary Wollstonecraft|1797
Brandeis, Madeline|1897
Flint, Robert|1838
Atkinson, Henry|NULL
Alexander, William|1824
Hocking, Joseph|1860
MacFarlane, Charles|1799
Cuming, E. D. (Edward William Dirom)|1862
Gaskell, Elizabeth Cleghorn|1810
Waller, Mary E. (Mary Ella)|1855
Nesbit, E. (Edith)|1858
Dutton, Louie M. Knight|1852
McKenna, Stephen|1888
Shoemaker, Henry W.|1880
Mangasarian, M. M. (Mangasar Mugurditch)|1859
Foster, Maximilian|1872
Fewkes, Jesse Walter|1850
McAlister, Hugh|NULL
Pepys, Samuel|1633
Motley, John Lothrop|1814
Graves, Robert|1895
Spencer, Orson|1802
Baum, L. Frank (Lyman Frank)|1856
Lewis, Alfred Henry|1857
Leinster, Murray|1896
Mayhew, Edward|NULL
O'Brien, Henry|1808
Whiteley, Opal Stanley|NULL
Chaucer, Geoffrey|1342
Dry, Wakeling|NULL
Brunel, Isambard|1837
Meacham, A. B. (Alfred Benjamin)|1826
Montgomery, L. M. (Lucy Maud)|1874
Lee, Jennette|1860
Miller, Alex. McVeigh, Mrs.|1850
Dyer, Walter A. (Walter Alden)|1878
Harland, Robert O.|NULL
Mixson, Frank M.|1846
Timbs, John|1801
Spohr, Louis|1784
Churchill, Winston|1874
Motley, John Lothrop|1814
unknown|NULL
Menpes, Dorothy|NULL
Meredith, George|1828
Mücke, Hellmuth von|1881
Westerman, Percy F. (Percy Francis)|1876
Bartlett, Steven J.|1945
Gray, James M. (James Martin)|1851
unknown|NULL
Whymper, Charles|1853
Various|NULL
Rexford, Eben E. (Eben Eugene)|1848
Dubnow, Simon|1860
Various|NULL
Gerstäcker, Friedrich|1816
Bancroft, Hubert Howe|1832
Pepys, Samuel|1633
Lamb, Mary|1764
Brady, Cyrus Townsend|1861
Webb, Marion St. John|NULL
Graham, John W. (John William), active 1886-1887|NULL
Whyte-Melville, G. J. (George John)|1821
Meredith, George|1828
Clodd, Edward|1840
Anonymous|NULL
Anonymous|NULL
Corelli, Marie|1855
Maxwell, Herbert, Sir|1845
Spurgeon, C. H. (Charles Haddon)|1834
Wilson, Harriette|1786
Grey, Zane|1872
Westerman, Percy F. (Percy Francis)|1876
Jones, Daniel W. (Daniel Webster)|1830
Smith, Frank L.|NULL
Various|NULL
Northup, Solomon|1808
Flaubert, Gustave|1821
Spurr, Josiah Edward|1870
Meredith, George|1828
Various|NULL
Santayana, George|1863
Cleland, Robert|NULL
Perrault, Charles|1628
Cowley, Matthias F.|NULL
Linebarger, Paul Myron Anthony|1913
Appleton, Victor|NULL
Goldfrap, John Henry|1879
Plotinus|204
Eden, Emily|1797
Hopkins, Mark|1802
Blank, Clair|NULL
Meade, L. T.|1854
Morris, Joseph E. (Joseph Ernest)|NULL
Smith, Francis Hopkinson|1838
Gibbon, Edward|1737
Various|NULL
Farjeon, B. L. (Benjamin Leopold)|1833
Various|NULL
Sindall, R. W. (Robert Walter)|NULL
Pushkin, Aleksandr Sergeevich|1799
Various|NULL
Bent, Arthur Cleveland|1866
Evans, Henry Ridgely|1861
unknown|NULL
Brown, Rebecca Warren|NULL
Hillegas, Howard Clemens|1872
Wood, J. G. (John George)|1827
Houghton, Louise Seymour|1838
Warren, Samuel|1807
Hale, Edward Everett|1822
Whitney, Orson F. (Orson Ferguson)|1855
Aytoun, William Edmondstoune|1813
Stern, G. B. (Gladys Bronwyn)|1890
Mundy, Talbot|1879
Lee, Edmund|NULL
Leslie, Madeline|1815
Kendrick, A. F. (Albert Frank)|1872
Centennius, Ralph|NULL
Ellis, Edward Sylvester|1840
Pater, Walter|1839
Various|NULL
Hough, Emerson|1857
De Morgan, William|1839
Henty, G. A. (George Alfred)|1832
Driscoll, James R.|NULL
Dowling, Richard|1846
Ames, Azel|1845
Osbourne, Lloyd|1868
Swan, Annie S.|1859
Dunsany, Lord|1878
Hulbert, Archer Butler|1873
Russell, William Howard, Sir|1820
Wordsworth, Dorothy|1771
Grolier Club|NULL
Sanborn, Kate|1839
Walsh, George Ethelbert|1865
Motley, John Lothrop|1814
Eric, Allan|1864
Daniels, Mabel W. (Mabel Wheeler)|1878
Manning, Frederic|1882
Burdett, Charles|1815
Frazar, Douglas|1836
McGaffey, Ernest|1861
Clacy, Charles, Mrs.|NULL
Rinder, Frank|1865
Shelley, Percy Bysshe|1792
Buick, Thomas Lindsay|1866
Britton, Sumner Charles|1902
Dickens, Charles|1812
Schultz, James Willard|1859
Aubrey, John|1626
Fox, Edward Lyell|1887
Cody, H. A. (Hiram Alfred)|1872
Burgess, Thornton W. (Thornton Waldo)|1874
Turner, Ethel Sybil|1870
Follen, Eliza Lee Cabot|1787
Meredith, George|1828
Fitzgerald, F. Scott (Francis Scott)|1896
Walker, Rowland|NULL
Harland, Marion|1830
Leech, John|1817
König, Paul|1867
Sherer, Moyle|1789
Freeman, Lewis R. (Lewis Ransome)|1878
Masefield, John|1878
McKnight, George Harley|1871
Various|NULL
Baxter, Beverley|1891
Hope, Anthony|1863
Staley, Edgcumbe|1845
Cook, Joel|1842
Richards, Laura Elizabeth Howe|1850
Thornbury, Walter|1828
Williams, C. F. Abdy (Charles Francis Abdy)|1855
Scott, Walter|1771
Birge, Julius Charles|1839
unknown|NULL
Van Loon, Hendrik Willem|1882
Vinycomb, John|NULL
Herbart, Johann Friedrich|1776
Freeman, Edward A. (Edward Augustus)|1823
Barnum, P. T. (Phineas Taylor)|1810
Gaskell, Walter Holbrook|1847
Young, Francis Brett|1884
Lane, Rose Wilder|1886
Hale, Susan|1833
Le Queux, William|1864
Orchard, W. E. (William Edwin)|1877
Fithian, Philip Vickers|1747
Du Bois, W. E. B. (William Edward Burghardt)|1868
Various|NULL
Hulbert, Archer Butler|1873
Phillips, David Graham|1867
Benton, Rita|1881
Holt-White, W. (William)|1878
Various|NULL
Latham, R. G. (Robert Gordon)|1812
Appleton, Victor|NULL
Methuen & Co.|NULL
Pepys, Samuel|1633
Shoberl, Frederic|1775
Fraser, William Alexander|1859
Holtzapffel, John J. (John Jacob)|1824
Saki|1870
Petersen, Louis Christian|1878
Le Queux, William|1864
Finley, Martha|1828
Custer, Elizabeth Bacon|1842
Williams, Robert Folkestone|1804
Morton, John Maddison|1811
Various|NULL
Anonymous|NULL
Blaikie, William Garden|1820
unknown|NULL
Thomson, John, hatter|NULL
Various|NULL
Wharton, Marian|NULL
Pater, Walter|1839
Balzac, Honoré de|1799
Warner, Frank A.|NULL
Braddon, M. E. (Mary Elizabeth)|1835
Lang, Jean|1867
unknown|NULL
National Conference on Workmen's Compensation for Industrial Accidents|NULL
Boylan, Thomas|NULL
Scott, Ernest, Sir|1868
Motley, John Lothrop|1814
Quevedo, Francisco de|1580
Meredith, George|1828
Fougasse|1887
Robertson, Keith|1914
Malet, Lucas|1852
Bisland, Elizabeth|1861
Le Queux, William|1864
Barnes-Grundy, Mabel|NULL
Allen, Gladys|NULL
Various|NULL
Wilson, Rufus Rockwell|1865
Ward, Thomas A. M.|NULL
Luther, Martin|1483
Yonge, Charlotte M. (Charlotte Mary)|1823
Dean, Graham M.|1904
United States. Warren Commission|NULL
Rhoads, Samuel N. (Samuel Nicholson)|1862
Luxemburg, Rosa|1871
Goodrich, Frank B. (Frank Boott)|1826
White, Annie Randall|NULL
Grundy, Sydney|1848
unknown|NULL
Turner, Mrs. (Elizabeth)|NULL
O'Donnell, Elliott|1872
Mathews, Joanna H. (Joanna Hooe)|1849
Stevenson, Robert Louis|1850
Gallon, Tom|1866
Aston, W. G. (William George)|1841
Motley, John Lothrop|1814
Nesbit, E. (Edith)|1858
Anonymous|NULL
Brereton, F. S. (Frederick Sadleir)|1872
Phillipps-Wolley, Clive|NULL
Verrill, A. Hyatt (Alpheus Hyatt)|1871
Ordonneau, Maurice|1854
Stevenson, Robert Louis|1850
Richards, Alice Lewis|NULL
Bennett, Arnold|1867
Haeckel, Ernst|1834
Hine, Charles De Lano|1867
Figuier, Louis|1819
Various|NULL
Meredith, George|1828
Edwards, George Wharton|1859
Meredith, George|1828
Various|NULL
Gissing, George|1857
Tyndall, John|1820
Wells, H. G. (Herbert George)|1866
Munroe, Kirk|1850
Hartstonge, Matthew Weld|1772
Grote, George|1794
Burn, Robert|1829
Sharp, Evelyn|1869
Mackintosh, Charles Henry|1820
Gallon, Tom|1866
North, Grace May|1876
Preston, Sydney Herman|1858
Unknown|NULL
Mackenzie, Donald A. (Donald Alexander)|1873
Aimard, Gustave|1818
Hughes, Thomas|1849
Davies, G. Christopher (George Christopher)|1849
Optic, Oliver|1822
Machen, J. Gresham (John Gresham)|1881
Pepys, Samuel|1633
Hodgson, Randolph Llewellyn|NULL
Various|NULL
Hurlbut, Jesse Lyman|1843
Henry, Thomas|1734
Morley, Christopher|1890
Various|NULL
Cox, Palmer|1840
Holland, Clive|1866
Pike, James|1834
Arundel, Louis|NULL
Westerman, Percy F. (Percy Francis)|1876
Rathgen, Friedrich|1862
Delany, Samuel R.|1942
Caulfeild, Vivian|1874
Wallace, Ellen|NULL
Various|NULL
Grinnell, George Bird|1849
Oliphant, Mrs. (Margaret)|1828
Leonardo de Argensola, Bartolomé|1562
Marsden, Samuel|1765
unknown|NULL
Russell, William Clark|1844
Hurlbut, Jesse Lyman|1843
Holinshed, Raphael|NULL
Godwin, Francis|1562
unknown|NULL
Forbes, Henry O. (Henry Ogg)|1851
Corelli, Marie|1855
Griffiths, Arthur|1838
Strindberg, August|1849
Mitchell, S. Weir (Silas Weir)|1829
Shelley, Percy Bysshe|1792
Williams, Leonard|1871
unknown|NULL
Konody, Paul G. (Paul George)|1872
Verne, Jules|1828
Pepys, Samuel|1633
Various|NULL
unknown|NULL
Pepys, Samuel|1633
Russell, C. T. (Charles Taze)|1852
Young, Stanley Paul|1889
Various|NULL
Johnson, Owen|1878
Seton, Ernest Thompson|1860
Wallace, Edgar|1875
Searle, Alfred B. (Alfred Broadhead)|1877
American School of Correspondence|NULL
Meredith, George|1828
Thorne, Guy|1875
Lajpat Rai, Lala|1865
Raymond, Evelyn|1843
Mathews, Joanna H. (Joanna Hooe)|1849
Sherwood, M. E. W. (Mary Elizabeth Wilson)|1826
Bercovici, Konrad|1882
Baum, L. Frank (Lyman Frank)|1856
Meredith, George|1828
Xavier, M.|1798
Anderson, Sherwood|1876
Pyrnelle, Louise Clarke|1850
McMurry, Lida B. (Lida Brown)|1853
Browning, Robert|1812
Delphian Society|NULL
Jerrold, Walter|1865
Lee, Henry, M.D.|1817
Casson, Herbert Newton|1869
Goodridge Roberts, Theodore|1877
Appleton, Victor|NULL
Emmons, Samuel B. (Samuel Bulfinch)|NULL
Speed, Nell|1878
Various|NULL
Thorne, Guy|1875
Straus, Ralph|1882
Speck, Frank G. (Frank Gouldsmith)|1881
Curwood, James Oliver|1878
Hardy, Thomas|1840
Library of Congress. Copyright Office|NULL
Hungerford, Edward|1875
Cutts, Edward Lewes|1824
Various|NULL
Graham, Harry|1874
Various|NULL
Freeman, Edward A. (Edward Augustus)|1823
Edgcumbe, Richard|1843
Various|NULL
Osborn, Henry Fairfield|1857
Clayton, William|1814
Winnington Ingram, Arthur F. (Arthur Foley)|1858
Goldfrap, John Henry|1879
Gorges, Mary|NULL
Spence, Catherine Helen|1825
Smollett, T. (Tobias)|1721
Various|NULL
Duhamel, Georges|1884
Bridges, Thomas, active 1759-1775|NULL
Colton, Arthur|1868
Richardson, Major (John)|1796
Yüan, Yung-lun|NULL
Augustine, Saint, Bishop of Hippo|354
Bragdon, Dudley A.|1856
Musick, John R. (John Roy)|1849
Davis, Jefferson|1808
Talmage, James E. (James Edward)|1862
Stockley, Cynthia|1883
Riley, James Whitcomb|1849
Tolstoy, Leo, graf|1828
unknown|NULL
Foster, A. J.|NULL
Sedgwick, Anne Douglas|1873
Aimard, Gustave|1818
Cleland, Robert|NULL
Imbert de Saint-Amand|1834
Lantz, David E. (David Ernest)|1855
Cooper, James A.|1862
Potter, Olave M. (Olave Muriel)|NULL
Stuart, Gordon (Adventure story writer)|NULL
Adams, William Alexander|NULL
Persons, Helen M.|NULL
Haldane, Elizabeth Sanderson|1862
Hughes, Rupert|1872
Conway, Hugh|1847
Milman, Henry Hart|1791
Conder, C. R. (Claude Reignier)|1848
Eggleston, George Cary|1839
Meade, L. T.|1854
Oliphant, Mrs. (Margaret)|1828
Herrick, Christine Terhune|1859
Chadwick, Lester|NULL
Beard, Lina|1857
French, Allen|1870
Hanson, Joseph Mills|1876
Raymond, P. T.|NULL
Clarke, Laurence (Laurence Ayscough)|NULL
Swan, Annie S.|1859
Clopper, Edward Nicholas|1879
Strickland, Elisabeth|1794
Lee, Henry|1826
Nevinson, Margaret Wynne|NULL
Pratt, Edwin A.|1854
Nesbit, E. (Edith)|1858
Bacon, Francis|1561
Various|NULL
Julian, Emperor of Rome|331
Mulford, Clarence Edward|1883
Corelli, Marie|1855
Norris, Kathleen Thompson|1880
Guimbaud, Louis|1869
Collier, Dorothy Josephine|1894
Flom, George T. (George Tobias)|1871
Dowling, Richard|1846
Buffon, Georges Louis Leclerc, comte de|1707
Dickens, Charles|1812
Motley, John Lothrop|1814
Gardner, Edmund G.|1869
Vernon, Robert O. (Robert Orion)|1912
Scheltema, J. F. (Johann Friedrich )|1855
Barrie, J. M. (James Matthew)|1860
May, Florence|NULL
À Beckett, Gilbert Abbott|1811
Wundt, Wilhelm Max|1832
Wimberly, C. F. (Charles Franklin)|1866
United States. Constitutional Convention (1787)|1751
Meade, L. T.|1854
Colvin, Sidney|1845
Lichtenstein, Alfred|1889
Various|NULL
Chadwick, Lester|NULL
Holland, Rupert Sargent|1878
Gregory, Owen|NULL
Remsburg, John E. (John Eleazer)|1848
Watkins, C. Malcolm|NULL
Bulfinch, Thomas|1796
Grove, Harriet Pyne|NULL
James I, King of England|1566
unknown|NULL
Ionides, Cyril|1871
Van Rensselaer, John King, Mrs.|1848
Hayens, Herbert|1861
Gregory, Lady|1852
Taylor, Meadows|1808
Jensen, Wilhelm|1837
Brieux, Eugène|1858
Nott, Charles C.|1827
Bagehot, Walter|1826
Holinshed, Raphael|NULL
Molesworth, Mrs.|1839
Stecher, Gilbert Erwin|1883
Haggard, H. Rider (Henry Rider)|1856
unknown|NULL
Beasley, T. D. (Thomas Dykes)|NULL
Monro, D. B. (David Binning)|1836
Gardiner, Samuel Rawson|1829
Wheatley, Phillis|1753
Rihbany, Abraham Mitrie|1869
Schultz, James Willard|1859
Sharp, Dallas Lore|1870
Corbett, Julian Stafford|1854
Browning, Robert|1812
Ingersoll, Ernest|1852
Wilmot, Alexander|1836
Cobb, Irvin S. (Irvin Shrewsbury)|1876
Francis, Samuel W. (Samuel Ward)|1835
Statham, Edward Phillips|NULL
Martin, Benjamin Ellis|NULL
Shaw, Bernard|1856
unknown|NULL
Engel, Carl|1818
Pardo Bazán, Emilia, condesa de|1852
Various|NULL
Creighton, Louise|1850
Culin, Stewart|1858
Motley, John Lothrop|1814
Wedekind, Frank|1864
Various|NULL
Dixon, Billy|1850
Meredith, George|1828
Stockton, Frank Richard|1834
Raine, William MacLeod|1871
Gissing, George|1857
Wyatt, M. Digby (Matthew Digby), Sir|1820
Otis, James|1848
Soyer, Alexis|1809
Rankin, Carroll Watson|1870
Russell, William Clark|1844
Mason, James|NULL
Lehigh Coal and Navigation Company|NULL
Napoleon III, Emperor of the French|1808
Frost, John|1800
Rigby, Edward|1804
Fox, John|1863
Riley, James Whitcomb|1849
Adams, F. Colburn (Francis Colburn)|NULL
Pepys, Samuel|1633
Reed, Myrtle|1874
North, Grace May|1876
Roberts, B. H. (Brigham Henry)|1857
Locke, William John|1863
Scarborough, Dorothy|1878
unknown|NULL
Ross, Andrew|NULL
Atkinson, William Walker|1862
Spyri, Johanna|1827
Moore, George|1852
Perrault, Charles|1628
Jonson, Ben|NULL
Dickens, Charles|1812
Meredith, George|1828
Jeans, T. T. (Thomas Tendron)|NULL
Beard, Daniel Carter|1850
Romanes, George John|1848
Kock, Paul de|1793
Lützow, Francis, hrabe|1849
Synge, J. M. (John Millington)|1871
Smith, Harriet L. (Harriet Lummis)|NULL
Various|NULL
Farjeon, B. L. (Benjamin Leopold)|1833
Chambers, Robert W. (Robert William)|1865
Motley, John Lothrop|1814
Various|NULL
Howitt, William|1792
Montessori, Maria|1870
Pepys, Samuel|1633
Guthrie, Ellen Emma|NULL
Craik, Dinah Maria Mulock|1826
Kornbluth, C. M. (Cyril M.)|1923
Otis, James|1848
London, Jack|1876
Meredith, George|1828
Beach, Rex|1877
Buckstone, John Baldwin|1802
O'Neill, Eugene|1888
Booth, Maud Ballington|1865
Bancroft, Hubert Howe|1832
Finley, Martha|1828
Plotinus|204
Le Queux, William|1864
Maeterlinck, Maurice|1862
Benson, E. F. (Edward Frederic)|1867
McDougall, William|1871
Anonymous|NULL
Borrow, George|1803
Carteret, John Dunloe|NULL
Wells, Carolyn|1862
Day, Holman|1865
Albertson, Ralph|1866
Anonymous|NULL
Various|NULL
Snell, Roy J. (Roy Judson)|1878
Jackson, Gabrielle E. (Gabrielle Emilie)|1861
Graetz, Heinrich|1817
Hay, Malcolm V. (Malcolm Vivian)|1881
Various|NULL
Pyle, Katharine|1863
Braddon, M. E. (Mary Elizabeth)|1835
Perrie, George W.|NULL
Findlay, George G. (George Gillanders)|1849
Meredith, George|1828
Pascal, Blaise|1623
Mississippi Historical Society|NULL
unknown|NULL
Trollope, Anthony|1815
Cain, Georges|1856
Pratt, Orson|1811
Motley, John Lothrop|1814
Collins, E. Burke, Mrs.|1848
Various|NULL
Smith, Harry James|1880
Fiske, John|1842
Sinks, Perry Wayland|NULL
Soley, James Russell|1850
Patterson, J. H. (John Henry)|1867
Watkins, Lucian Bottow|1878
Hay, Ian|1876
Spencer, Herbert|1820
unknown|NULL
Johnston, Mary|1870
Richard, Margaret A. (Margaret Alice)|1870
Forwood, William Bower, Sir|1840
Meredith, George|1828
Haycraft, John Berry|1857
Motley, John Lothrop|1814
Various|NULL
McCall, Sidney|NULL
Harper, Charles G. (Charles George)|1863
Maillard, Annette Marie|NULL
Leacock, Stephen|1869
Arthur, T. S. (Timothy Shay)|1809
Collingwood, W. G. (William Gershom)|1854
Eucken, Rudolf|1846
Polly, Jean Armour|NULL
Munro, Neil|1864
Garis, Cleo F.|1905
unknown|NULL
Motley, John Lothrop|1814
Hulme, F. Edward (Frederick Edward)|1841
Smith, Ruel Perley|1869
Waterman, Nixon|1859
New York State College of Agriculture|NULL
Meredith, George|1828
Motley, John Lothrop|1814
Dowling, Richard|1846
Markham, Albert Hastings, Sir|1841
Haeckel, Ernst|1834
Love, George Thomas|NULL
Burroughs, John|1837
Grover, Eulalie Osgood|1873
Motley, John Lothrop|1814
Motley, John Lothrop|1814
Wood, J. Maxwell (John Maxwell)|NULL
Battell, Andrew|NULL
Gardner, John Starkie|1844
Meredith, George|1828
Howard, Robert E. (Robert Ervin)|1906
Vámbéry, Ármin|1832
Various|NULL
Richardson, Russell|1881
Buffon, Georges Louis Leclerc, comte de|1707
Phillips, David Graham|1867
Eversley, G. Shaw-Lefevre (George Shaw-Lefevre), Baron|1832
Starr, Ida May Hill|1859
Buchanan, Robert Williams|1841
Dye, Eva Emery|1855
Langbaine, Gerard|1656
Bailey, Arthur Scott|1877
Hahn, Emily|1905
Macauley, C. R. (Charles Raymond)|1871
Tracy, Louis|1863
Oldham, Thomas|NULL
Vizetelly, Henry|1820
Butler, Samuel|1612
Mason, Arthur|1876
Mitchell, C. L. (Charles L.)|NULL
Chesterton, G. K. (Gilbert Keith)|1874
Fern, Fanny|1811
Leaming, Thomas|1858
Roberts, B. H. (Brigham Henry)|1857
Meredith, George|1828
Duras, Louise Henriette Charlotte Philippine (de Noailles) de Durfort, duchesse de|1745
Baring-Gould, S. (Sabine)|1834
Rolt-Wheeler, Francis|1876
Liszt, Franz|1811
Molesworth, Mrs.|1839
Wallace, Dillon|1863
Evans, E. P. (Edward Payson)|1831
Symonds, John Addington|1840
Zwaardecroon, Hendrick|1667
Gillis, Charles J.|NULL
Eldredge, Zoeth Skinner|1846
Edwards, H. Sutherland (Henry Sutherland)|1828
Wood, Henry, Mrs.|1814
Le Queux, William|1864
Meredith, George|1828
Winans, Walter|1852
Hichens, Robert|1864
Various|NULL
Pickert, Charles|NULL
Longfellow, Henry Wadsworth|1807
Ames, Azel|1845
Pyle, Katharine|1863
Heine, Frank R.|NULL
unknown|NULL
Swainson, William|1789
Various|NULL
Baillie, Marianne|NULL
Various|NULL
unknown|NULL
Various|NULL
Bellew, Frank|1828
Chinnery, William|1708
Various|NULL
Le Fanu, Joseph Sheridan|1814
Sharp, William|1855
Goldfrap, John Henry|1879
Pepys, Samuel|1633
Thoreau, Henry David|1817
Cox, Florence Tinsley|1877
Smith, Charles H. (Charles Henry)|1861
Pepys, Samuel|1633
Bruce, Mary Grant|1878
Kipling, Rudyard|1865
Anonymous|NULL
Wheatley, Henry B. (Henry Benjamin)|1838
Roberts, Charles G. D., Sir|1860
Orr, Lyndon|NULL
Schweitzer, Albert|1875
Leacock, Stephen|1869
Ely, Wilmer M. (Wilmer Mateo)|NULL
MacRitchie, David|1851
Dickinson, Edward|1853
Vogt, Harry V.|NULL
Various|NULL
Barbour, Ralph Henry|1870
Dodge, Mary Mapes|1830
Various|NULL
Ward, J. H. (Joseph Harvey)|NULL
Kjelgaard, Jim|1910
Winlow, Clara Vostrovsky|1876
Hering, Henry Augustus|1864
Brown, Edwin A.|1857
Various|NULL
Curwood, James Oliver|1878
Pennsylvania. General Assembly. Committee Appointed to Investigate the Railroad Riots in July, 1877|NULL
Snell, Roy J. (Roy Judson)|1878
Peard, Frances Mary|1835
Whyte-Melville, G. J. (George John)|1821
Willard, Kate Livingston|NULL
Westerman, Percy F. (Percy Francis)|1876
Bonney, T. G. (Thomas George)|1833
Peeke, Hewson L. (Hewson Lindsley)|1861
unknown|NULL
Call, Annie Payson|1853
Sedgwick, Anne Douglas|1873
Burwell, Letitia M.|NULL
Strickland, Agnes|1796
Bartholomew, J. G. (John George)|1860
Valentine, M. (Milton)|1825
Blackmore, R. D. (Richard Doddridge)|1825
Gardiner, Samuel Rawson|1829
Fishburne, William Brett|NULL
Benton, Thomas Hart|1782
Farquhar, Franklin Smith|1865
Woolley, L. H. (Lell Hawley)|1825
Pepys, Samuel|1633
Waite, Fred|1885
Various|NULL
Various|NULL
Burgess, Thornton W. (Thornton Waldo)|1874
Gibson, Wilfrid Wilson|1878
Jones, John|1774
Maxwell, J. (Joseph)|1858
Roche, Arthur Somers|1883
Dodsley, Robert|1703
Bruce, Edwin M.|1866
Roberts, B. H. (Brigham Henry)|1857
United States. Warren Commission|NULL
Baring-Gould, S. (Sabine)|1834
McConn, Max|1881
Mansfield, Katherine|1888
Cannon, George Q. (George Quayle)|1827
Pepys, Samuel|1633
Yonge, Charlotte M. (Charlotte Mary)|1823
Dekker, Thomas|NULL
Tolstoy, Leo, graf|1828
Rogers, Mary Cochrane|1869
Wood, Henry, Mrs.|1814
Gillmore, Inez Haynes|1873
Walker, Rowland|NULL
Rand, Edward A. (Edward Augustus)|1837
Meredith, George|1828
Various|NULL
Hall, John A.|NULL
Scargill, William Pitt|1787
Surtees, Robert Smith|1805
Sawyer, Edith A. (Edith Augusta)|1869
Gay, Mary Ann Harris|1827
Quilter, Harry|1851
Leinster, Murray|1896
Knerr, M. E. (Michael E.)|1936
Malatesta, Errico|1853
Smith, Logan Pearsall|1865
Various|NULL
Remsburg, John E. (John Eleazer)|1848
Smith, Joseph, Jr.|1805
Ball, Charles|NULL
Gordon, Elizabeth|1866
Craik, Georgiana M. (Georgiana Marion)|1831
Roberts, Charles G. D., Sir|1860
Motley, John Lothrop|1814
Hill, George Birkbeck Norman|1835
Leblanc, Maurice|1864
Brewer, George|1766
Sheldon, Charles M.|1857
Dixie, Florence, Lady|1855
Alden, John B. (John Berry)|1847
Synge, J. M. (John Millington)|1871
Chambers, C. Haddon (Charles Haddon)|1860
White, Michael|NULL
France, Lewis B.|1833
Smith, Alexander|NULL
Pepys, Samuel|1633
Mackintosh, Charles Henry|1820
Dane, Edmund (Military historian)|NULL
Anderson, Karen|1932
Bethune, John Elliot Drinkwater|1801
Meade, L. T.|1854
Bennett, Henry Holcomb|1863
Young, E. H. (Emily Hilda)|1880
Fetter, Frank A. (Frank Albert)|1863
American Society of Civil Engineers|NULL
Boyles, Virgil D. (Virgil Dillin)|1872
Poole, Reginald Lane|1857
Watson, Robert A. (Robert Alexander)|1845
Campbell, Helen|1839
Various|NULL
Smollett, T. (Tobias)|1721
Pepys, Samuel|1633
Shoemaker, Michael Myers|1853
Kingston, William Henry Giles|1814
Burgess, Thornton W. (Thornton Waldo)|1874
Berkeley, George|1685
Stopes, Marie Carmichael|1880
Church, Alfred John|1829
Wile, Frederic William|1873
Various|NULL
Martineau, James|1805
