46009|10|118272|4
40354|15|89815|4
41024|11|120924|4
43568|13|205210|4
45267|14|26601|4
4427|17|28024|4
4715|15|67224|4
42266|20|38864|4
42724|9|79681|4
40769|15|183482|5
4444|18|27936|4
41273|16|35591|4
40205|24|61573|4
41779|23|64418|4
48251|26|61633|4
43224|17|38629|4
47017|15|103623|4
40121|28|51914|4
42597|16|38044|4
40332|20|52344|4
45483|24|29636|4
43230|13|48689|4
42653|15|67849|4
45019|9|294279|5
46658|24|23613|4
42001|9|20161|5
44076|25|28246|4
44752|14|61594|4
46839|24|15612|4
444|29|142705|4
47026|23|36953|4
48950|4|44196|5
44241|3|14008|4
41569|15|199351|4
45795|22|33768|4
41388|16|24832|4
41417|26|65117|5
45912|17|64625|4
4729|16|48796|4
42544|19|216607|4
46091|7|17921|4
41567|15|191796|5
4745|12|74115|4
44920|26|100048|4
42110|22|17129|4
40444|24|26969|4
40371|19|31045|4
40159|28|52386|4
41636|17|198746|4
4213|21|33564|4
45506|26|33795|4
43988|17|10692|4
44912|22|66009|4
44978|15|46475|4
41228|19|72179|4
43054|21|48529|4
45493|10|16960|4
40560|28|21744|4
40342|21|167570|5
4241|16|7395|4
45449|18|19606|4
47922|15|4905|5
41|27|13943|4
44321|12|10088|5
4526|16|159136|4
42968|25|110886|5
44888|23|71172|4
41794|25|79160|4
43273|13|9571|5
46804|25|339091|4
43128|18|47742|4
42252|15|29584|4
41199|18|83984|4
43911|15|41148|4
46834|18|97905|5
4328|16|75230|4
40042|13|23799|4
44463|16|72138|4
4165|24|28581|4
40745|13|82523|4
41889|15|79505|4
446|18|95647|4
44370|9|13403|5
46926|14|124093|4
41830|24|113044|4
4206|15|141982|4
40009|18|178989|4
42174|18|47366|4
49332|27|57106|4
41855|15|19990|4
44484|22|141321|4
41250|18|17172|4
43229|25|49652|4
49460|16|115169|4
44294|12|43965|4
45523|18|45912|4
41095|10|155060|4
44672|23|119501|4
40890|14|125863|4
41505|13|19263|4
40105|14|53584|4
43671|18|405319|4
4098|22|57090|4
42461|13|50070|4
49526|25|108109|4
41225|27|115492|4
49901|12|6736|4
40919|20|66325|4
46688|14|44759|4
48648|15|26099|4
45003|25|101324|4
43528|25|13221|4
41357|14|346583|4
44099|15|26328|4
42671|18|123670|4
47014|6|21562|5
4801|21|12265|5
44866|7|22194|5
43198|15|160663|4
47220|15|157435|4
43246|15|61822|5
46680|20|76713|4
41896|12|45753|4
40155|23|87552|4
42382|15|56130|4
40468|21|80420|4
47315|10|53400|4
40998|17|78465|4
43491|15|140179|4
44177|23|46845|4
46178|16|77153|4
48644|15|94444|4
42290|15|34944|4
41649|12|66396|5
42057|18|48777|4
47004|20|70328|4
4677|24|226306|4
4229|18|226322|4
43716|23|97535|4
41524|25|75910|4
42551|44|125047|4
4828|27|14246|5
42763|15|79937|4
41308|17|4721|4
43151|19|82492|4
4247|28|15072|4
46813|31|65574|4
44630|18|90083|4
4585|15|71706|4
43325|19|66248|4
42164|21|86774|4
45370|15|19423|4
42734|12|11365|4
41295|10|27016|4
41718|15|51005|4
45209|10|82355|4
42003|9|24479|4
42853|13|11034|4
42789|10|32417|4
4734|15|64665|4
44586|19|100949|4
41563|17|130313|4
40033|12|25401|4
41633|18|543079|4
43720|18|36267|4
42050|17|125698|4
43382|16|19036|4
40993|12|10129|4
43367|9|48783|5
41021|18|69193|4
41785|19|234505|4
46852|17|82141|4
46904|17|77360|4
4450|17|29658|4
48974|23|35343|4
40241|33|46441|4
40722|11|37414|4
40729|7|16127|4
43879|9|40220|4
40492|20|19167|4
47151|17|58955|4
4403|41|23197|4
41077|18|15692|4
41927|17|10640|4
46944|19|65136|4
47179|15|34094|4
4489|20|32656|4
46079|14|108127|4
42991|14|133997|4
45828|20|47068|4
46190|16|12872|4
44582|18|95078|5
43124|20|102411|4
44655|14|244330|4
40385|23|165312|4
41086|17|25765|4
44632|23|92333|4
45660|18|86472|4
41800|21|136009|4
4119|17|14085|4
41759|12|118118|5
40078|22|101279|4
45983|16|16527|4
45570|9|12417|5
47149|16|3963|5
43076|30|119461|4
40836|15|65753|4
44425|21|67876|4
43722|25|90887|4
44522|16|49598|4
466|22|87017|4
41775|20|238466|4
45714|19|59671|4
42417|18|104715|4
4491|19|69060|4
44331|12|36831|5
45733|23|244862|4
43795|26|113201|4
40931|18|40866|4
46596|16|49246|4
43256|12|42413|4
42165|17|49922|4
4600|19|166976|4
46700|25|62899|4
4518|22|20749|4
4825|23|24161|5
44566|19|167455|4
41437|25|60998|4
4053|20|119050|4
40967|20|108623|4
44990|15|128005|4
49727|23|56398|4
43484|19|26983|4
46328|32|81217|4
42130|13|63746|4
46989|19|219223|4
43216|24|58001|4
42236|17|18919|4
40445|13|186067|5
46482|14|13000|5
4492|19|35764|4
45758|7|139107|5
43098|27|139189|4
44691|19|61333|4
45402|22|86623|4
40945|19|123451|4
42193|20|53916|4
45703|17|74041|4
42434|18|59312|5
42739|19|32973|4
40056|21|117324|4
40457|14|43482|4
4142|24|31460|4
40652|12|78796|4
4336|29|15292|4
45717|13|23505|4
42429|19|79192|4
44147|15|5863|4
42254|14|23601|4
40001|25|44640|4
45512|25|142960|4
40548|18|109019|4
45505|20|102580|4
48523|19|18794|4
40540|17|255704|4
41030|18|36637|4
44916|27|73286|5
41049|15|68699|4
49935|12|82446|4
46043|15|22640|4
41817|18|151232|4
42650|14|80073|4
4110|31|21759|4
4957|27|56571|4
4445|19|30199|4
4883|28|19034|5
46169|28|25578|4
48718|24|21196|4
44235|21|161589|5
45063|20|107213|4
41797|12|84290|4
4724|17|38234|4
41535|11|50084|4
43035|23|47194|4
40711|16|42975|4
40435|13|221322|5
45439|12|11238|4
45264|14|2740|5
40162|17|92327|4
44304|20|62047|4
42600|15|106381|4
41805|15|33822|4
4669|23|97798|4
41298|32|76030|4
41075|15|57837|4
4687|20|166238|4
44014|9|18307|4
44094|26|77864|4
46669|27|35434|4
4404|46|25446|4
43298|16|57514|4
43127|18|35533|4
40663|13|37224|4
41598|22|40028|4
49830|24|30111|4
40379|18|17466|4
4286|18|22500|4
40960|18|176540|4
41243|10|10910|4
41436|22|70272|4
41069|26|16389|5
45233|19|76533|4
40286|19|27607|4
4242|27|13873|5
43791|21|50534|5
46601|21|33049|4
41402|12|66205|4
42200|14|256016|4
44591|23|58467|4
43745|24|91105|4
42278|13|18072|4
4953|17|58194|4
4449|18|28513|4
42225|25|90501|4
48344|32|28779|4
43660|26|57069|4
45452|12|36556|4
42595|16|36640|4
41188|19|20928|4
44279|13|15836|4
44102|3|46205|4
46207|7|10050|4
42704|10|14917|4
43152|16|57285|4
45100|20|57910|4
46573|16|49638|4
41222|27|61404|4
42985|19|38308|4
41328|14|70997|4
42281|18|45172|4
42945|17|41514|4
42004|9|24496|5
40325|17|43558|4
41410|14|61830|4
4307|14|132114|4
40479|16|72986|4
49285|25|45200|4
45157|20|29209|4
4614|32|70536|4
43413|15|163454|4
4814|27|17300|4
44556|5|12271|5
45311|22|31109|4
46636|19|21046|4
47488|19|21444|4
40701|16|43305|4
42889|22|50201|4
45307|20|89147|4
42248|13|97764|4
44039|20|18040|4
46094|22|97834|4
42030|17|59666|4
44343|15|172089|4
46168|23|10891|4
4055|26|14774|4
48418|13|59727|4
44333|14|71189|4
42782|10|24810|4
45011|17|59666|4
46918|8|23429|4
41187|15|76295|4
40755|13|6561|4
45627|30|52205|4
4107|15|94550|4
42918|16|49164|4
45784|19|19466|4
41344|19|86226|4
45394|26|113230|5
4332|8|11764|4
44665|9|36150|5
47218|18|33227|4
40152|17|3597|4
44663|0|4195|10
48399|16|25204|4
45745|22|68257|4
42802|16|73553|4
40908|15|61022|4
45860|7|27424|4
43894|18|144479|5
4551|25|93217|4
43557|19|29974|4
4333|23|120691|4
45160|9|136405|4
42813|20|107724|4
42876|20|12549|4
40533|11|217361|5
44573|25|154197|4
4604|20|170458|4
4857|26|8824|5
4660|12|41995|4
41178|20|67746|4
44541|17|26916|5
4988|20|42340|4
42287|17|66741|4
40041|13|23761|4
44616|33|30709|4
44852|21|47893|5
46170|20|108690|4
40922|19|154949|4
4434|16|176973|4
4958|20|122656|4
42984|24|141169|4
47217|13|14438|5
41650|19|10852|4
43453|30|15743|4
41642|33|79017|4
43544|30|229964|4
46644|18|48294|5
41974|15|11310|5
43659|13|85213|4
44671|26|77233|4
46430|18|19324|4
45662|22|18902|4
48334|13|166273|4
45238|23|118190|4
46407|23|101605|4
43927|18|4666|5
42318|25|57460|4
42265|24|7493|4
46252|8|89498|4
48276|19|63818|4
40434|17|79926|4
42688|14|47996|4
45329|15|18700|4
47372|17|154215|4
43982|23|116508|4
41599|12|41366|4
40999|19|65983|4
4113|27|13335|4
43157|15|95687|4
45720|21|83486|4
41109|18|20103|4
43672|17|147013|4
44637|15|24309|4
4108|30|24615|4
46503|19|81922|4
41133|30|33259|4
47087|14|33897|4
42901|11|50431|4
43146|17|86250|4
41478|21|38580|4
41001|17|70294|4
45390|15|2576|5
46970|13|32170|4
43498|21|70871|4
4194|22|10371|4
43410|18|10368|4
44708|12|8248|4
41658|15|49650|4
46103|28|38388|5
4843|27|12446|4
46974|24|27801|4
45933|21|64110|4
4932|25|144786|4
46515|29|61799|4
495|18|14055|4
49585|17|8465|4
43437|29|195551|4
45825|19|72109|4
46063|14|223210|4
40841|17|8948|5
42354|25|112300|4
41062|13|9391|4
40609|20|139023|4
48870|25|46126|4
43973|23|81250|4
4617|15|49795|4
424|19|14031|4
49731|14|25991|4
40482|22|126354|4
45376|24|185576|4
46720|15|39934|4
41127|26|96093|4
48038|16|14416|5
44011|7|317744|4
47610|30|96863|4
41778|4|85505|6
42069|14|44477|4
43842|19|74469|4
41514|19|23833|4
4329|20|77031|4
46544|16|131480|5
45651|20|64866|4
40514|22|16806|4
49898|6|23807|4
41713|12|50406|4
45170|23|34820|4
44302|8|68572|4
41020|20|61522|4
44427|24|28457|4
44371|22|51977|4
43326|19|104251|4
4312|17|142920|4
43582|11|48654|4
41827|13|67732|4
44433|16|30226|4
44256|18|116284|4
43974|24|80076|4
43288|14|93573|4
42947|22|10620|4
4115|24|22326|4
4921|12|5153|4
4223|18|89654|4
4316|20|101205|4
4153|24|124629|4
40858|16|148008|4
45315|16|6402|4
44019|18|18852|4
48571|29|27911|4
44150|16|51251|4
43456|22|136789|4
42990|21|94083|4
44470|23|95363|4
40648|16|45024|4
45353|15|173523|4
42455|21|158919|4
46002|24|44670|4
40764|16|22261|4
45399|14|11217|4
42799|15|30473|4
4097|20|107771|4
43254|16|189011|5
4768|14|6373|5
48247|20|18751|4
46906|18|91839|4
47115|23|65617|4
42582|14|89697|4
43852|29|40097|4
46382|26|92359|4
43162|21|123261|4
41851|14|14032|4
4043|16|143925|4
41266|28|184001|4
44103|10|101300|4
40717|18|30428|4
44904|16|15726|4
42667|18|4009|4
47066|24|19602|4
4847|27|178580|4
43278|22|71116|4
40833|17|89793|4
43636|13|21036|4
43612|22|24622|4
43199|16|75159|4
45040|26|18650|4
40903|18|51818|4
40683|26|50827|4
40474|23|76766|4
4137|21|22117|4
46047|31|43641|4
40946|20|15941|5
45451|14|139554|4
45959|20|27990|4
40571|18|88333|4
41767|17|106376|4
4230|13|43591|4
40367|27|64413|5
40264|9|120911|4
44025|19|73496|5
4542|29|5248|4
43967|16|274980|4
44117|19|94446|4
42413|24|150412|4
40208|20|13031|4
41734|15|10784|5
45741|11|59303|4
40702|25|177184|4
45440|13|7785|4
4633|17|52098|4
41354|15|69521|4
41403|24|38437|4
45405|16|43456|4
42634|17|9142|4
4872|29|195176|4
45556|13|31789|4
42005|9|24520|4
44788|13|49085|4
4528|33|76053|4
4864|28|8531|4
42913|23|112171|4
42654|10|24743|5
40686|22|265501|4
41246|23|44074|4
40262|13|89974|4
40606|7|59487|4
44267|25|87673|4
44335|14|82541|4
4382|14|125962|4
44362|19|144422|4
44552|26|63043|4
41392|25|108406|4
44462|20|25882|4
40884|21|109649|4
44505|17|73895|4
44608|11|421734|4
4588|16|75194|4
40886|15|232653|4
42999|16|30127|4
43828|23|49117|4
41167|17|41406|4
43543|24|95972|4
4264|23|206205|4
40439|18|14854|5
44794|22|53360|4
4900|27|1609161|4
45415|30|73494|4
46610|28|63205|4
42277|17|52807|4
45408|14|30172|4
44895|21|123414|4
49385|14|27375|4
44172|16|37465|4
41003|26|114111|4
42074|16|90440|4
45896|15|105481|4
43958|6|4611|5
40080|16|11464|5
45261|22|127734|5
46548|16|66054|4
47080|22|50104|4
42032|21|63179|4
41557|19|55914|4
4510|20|78302|4
4897|25|20059|4
44746|29|101211|4
40915|14|212716|4
46849|18|64160|4
43793|19|40500|4
46007|20|49112|4
40628|17|99053|4
44434|13|2974|5
44805|15|44189|4
44980|21|22180|4
40337|21|57151|4
4786|22|61726|4
41895|16|75465|4
40295|24|174949|4
45694|27|90710|4
44883|27|72946|4
477|15|77592|5
43853|11|51105|4
41573|26|86076|4
43947|22|61231|4
46077|16|26020|4
45823|24|17091|4
41422|16|87775|4
44898|15|3117|5
43537|27|66762|4
43527|15|106765|4
43644|15|71289|4
46686|33|100171|4
4848|25|18883|4
41148|20|96542|4
40589|20|30318|5
43482|19|57762|4
42056|12|84194|4
40961|12|6698|4
43280|17|77608|4
44502|24|89445|4
46584|12|11689|4
4446|19|27429|4
40411|16|42082|4
4891|26|11269|4
40645|16|13923|4
41406|17|24550|4
42742|18|78943|4
43843|22|65393|4
40135|29|197166|4
47707|17|228433|4
43135|18|68059|4
4972|17|145007|4
44091|20|52851|4
40318|9|108637|4
43069|12|161542|4
44422|22|89960|4
44252|29|53436|4
40545|17|70165|4
40132|12|53355|4
44683|21|93777|4
4487|18|36280|4
40956|17|184884|4
40038|13|63939|4
42620|22|15308|4
45269|23|68896|4
41033|6|21851|4
45362|22|89849|4
41791|13|65836|4
42785|10|24700|4
41630|13|28946|4
4364|27|59210|4
47148|17|30254|4
45125|21|9732|4
41560|13|78316|4
48385|15|67814|4
47161|20|7545|4
40813|12|67651|4
42127|23|30746|4
40649|15|33951|4
47221|14|94965|4
46105|17|51750|5
40109|18|132946|4
40440|20|8110|4
44772|5|362443|4
43147|20|79166|4
42977|2|15572|5
41668|10|27288|4
41657|13|6837|5
4149|22|24470|4
41119|16|95124|4
4175|25|20326|4
41329|19|56722|4
43519|18|83426|4
43618|31|36229|4
46756|11|84558|4
45466|20|6114|4
44469|25|220364|4
45477|16|3102|5
45317|26|42545|4
4177|27|26084|4
40735|17|52630|4
42804|16|74727|4
41398|8|18391|4
44843|16|27829|5
41096|24|90849|4
45620|16|126722|5
45643|22|21266|4
40848|19|50927|4
40983|24|10098|5
44678|11|14502|5
43986|28|110388|4
45862|22|75149|4
41447|17|72125|4
41643|15|115121|4
43831|19|24030|4
47059|20|105625|5
46457|14|65313|4
47778|18|8935|4
44228|15|51365|4
45567|22|88971|4
46855|28|86334|4
49957|21|35708|4
465|17|55014|4
43896|26|43865|4
42239|14|124520|4
4377|15|21888|4
45084|22|46042|4
4302|14|196298|4
43708|10|10738|5
45838|15|3945|4
40597|19|6203|5
4267|23|74592|4
4193|27|15241|4
40089|22|52667|5
41823|22|83017|4
40679|21|192692|5
41709|24|38291|4
43884|23|108526|5
43623|20|21097|4
46244|18|8208|4
4615|24|74809|4
46118|20|18328|4
45691|26|110361|5
42079|13|20798|4
41017|15|90769|5
45729|31|75795|4
46514|14|52156|5
4831|27|17188|5
44633|20|154717|4
42618|16|134818|4
43709|12|8865|4
45165|21|87905|4
40951|15|115105|4
40280|23|114992|4
45022|11|56670|4
46757|19|46300|4
445|24|55372|5
41502|21|103187|4
4058|33|53657|4
40692|25|91553|4
43136|20|15603|4
42041|19|69340|4
40120|9|5920|4
44554|14|129905|4
45193|16|19502|4
44179|16|14783|4
46735|19|92106|4
46745|16|115047|4
44829|11|9051|4
46629|25|90041|4
46754|16|197905|4
43604|16|159478|4
4163|21|22299|4
40200|19|7870|4
41058|23|118684|4
43558|18|27929|4
46298|5|21105|4
41430|10|2038|5
49301|23|128021|4
44702|16|15923|4
47519|22|38962|4
40427|20|39170|4
43143|14|56837|4
42811|13|15468|5
4029|19|13809|4
41971|15|150020|4
4731|20|46172|4
43741|23|111597|4
41059|23|14331|4
41345|21|14193|4
48306|19|10989|4
44055|17|94502|4
44777|33|130243|4
42891|13|144794|4
4520|11|113723|4
4956|20|58778|4
43052|21|52336|4
40181|19|99628|4
47132|17|110723|5
41652|13|89656|4
46499|24|36291|4
44326|12|44638|4
42674|22|104450|4
43130|18|43993|4
41092|17|70965|4
44401|16|57331|4
46547|32|44213|4
42547|18|41603|4
43061|22|54253|4
43683|20|55155|4
43979|22|26925|4
43330|17|17653|4
41962|13|52668|4
41284|24|74369|4
46982|20|27327|4
40726|18|43191|4
46913|12|66496|4
4139|22|23915|4
41550|26|24385|4
4730|10|16359|4
45732|18|69788|4
42283|22|87453|4
43832|13|19763|4
46703|17|127201|4
43592|22|203146|4
40338|17|41540|4
43073|21|9898|5
42081|19|145429|4
43753|16|107984|4
43282|10|41206|5
42571|23|71292|4
43728|18|7107|4
41676|15|30320|4
46710|15|75700|4
4188|20|13038|4
41559|20|28766|5
45918|8|45822|4
43015|31|47618|5
42121|11|16925|5
41754|21|104182|4
44480|23|18308|4
43904|11|40205|4
47047|13|116755|4
44690|13|11445|4
40749|27|83093|4
4533|20|64076|4
44688|17|70608|4
42084|14|112334|4
4544|19|35784|4
442|19|8250|4
46659|24|92810|4
42678|10|9273|4
4962|22|50939|4
44240|21|106793|4
46692|4|61318|4
41271|16|93477|4
46321|19|69351|4
40048|25|82270|4
46412|10|136742|4
42816|18|48767|4
46326|22|136796|4
43546|18|17635|4
41105|26|50389|4
4625|17|57078|4
43358|39|190757|4
41500|15|20552|4
4046|17|23870|4
44968|20|25789|4
479|18|60047|4
41942|20|42738|4
41836|19|10243|4
40621|10|16872|4
44890|18|65924|5
43881|14|229868|5
42699|18|96806|4
45265|13|1983|5
41445|24|74416|4
40856|11|19513|4
45850|26|108795|4
46977|17|28243|4
40775|10|111201|4
40102|15|113051|4
46744|33|148778|4
44864|19|12696|4
4274|19|271982|4
40661|18|87832|4
4513|28|17569|4
44738|22|50355|4
44982|13|100498|4
47224|18|12085|4
45068|22|58557|4
46945|13|60484|4
42175|18|11042|4
45208|12|49814|4
4134|19|19155|4
4899|27|253901|4
47824|10|8397|4
45846|28|63271|4
420|18|43735|4
41235|12|90327|4
42987|12|17891|4
47162|19|46403|4
42538|26|186451|5
43818|14|82225|4
43984|22|67568|4
43873|21|32816|4
41210|20|211378|4
40938|18|193319|4
45|15|104337|4
43380|9|54186|4
46958|17|64805|4
41444|15|70145|4
43631|17|45641|4
41616|16|34669|4
40031|22|111435|4
45997|27|245125|4
42817|18|300066|4
4870|30|23574|4
43219|18|15951|5
42954|19|43300|4
4488|18|157940|4
45878|20|39705|4
42689|22|55426|4
44926|17|92784|5
41900|20|14586|4
46427|20|34498|4
46825|16|51968|4
40641|16|186064|4
45946|20|24520|4
47212|27|112063|5
41902|13|187545|5
42672|33|105909|4
44104|12|251750|4
4135|21|21602|4
40988|21|230711|4
46600|16|93377|4
47471|18|59790|4
47571|19|149732|4
40883|26|89633|4
4468|15|30859|4
43813|22|67370|4
43883|13|3873|5
45478|16|2719|5
4285|33|221919|4
42386|14|119654|5
42518|22|98494|4
43617|24|222076|4
45974|13|64236|4
44487|18|46626|4
46521|17|120864|4
46275|6|72230|4
43391|18|72524|4
45631|20|83821|4
46909|19|80116|4
44038|26|52434|4
4455|17|30746|4
42478|16|9734|4
48431|26|38576|4
40333|19|46486|4
43457|20|5588|4
47336|24|72736|4
40350|19|76780|5
499|15|45287|4
42086|22|55154|4
42930|17|83742|4
41400|16|138685|4
40845|28|17185|4
45308|13|43762|4
43141|17|57263|4
46838|22|14186|4
4398|19|98255|4
42578|14|154670|4
44809|13|9984|4
45881|19|40515|4
45337|15|19278|4
46449|9|73376|5
4344|15|31517|4
45134|16|11159|4
40100|14|184528|5
44349|15|55171|4
45195|28|260816|4
47044|18|25542|4
41607|24|57494|4
42964|22|245610|4
45214|20|54599|4
41247|23|170122|4
40276|22|90186|4
46751|17|15280|4
44798|36|30927|4
46049|15|112931|4
4400|20|86916|4
41506|25|54494|4
43390|14|9170|4
43477|17|46617|4
4290|21|13309|4
42474|10|32684|5
4059|29|61867|4
45646|13|10588|4
41361|23|41972|4
44773|16|89477|4
43067|21|33330|4
42733|19|49093|4
42498|14|46969|4
4101|18|14918|5
4948|21|44552|4
46966|23|68986|4
4282|23|75342|4
40932|22|36652|4
40948|18|60043|4
42857|23|96616|4
42877|17|25378|4
41664|18|35648|4
42575|15|23321|4
4851|27|16675|4
45397|21|39944|4
46102|19|46536|4
43615|20|13937|4
41864|29|77975|4
46128|31|104986|4
49631|21|5920|5
4054|22|54692|4
46863|16|21046|4
4798|17|62507|4
44726|30|129881|4
47010|16|57808|4
46|19|30258|4
43210|21|37056|4
4254|19|54869|4
40792|19|87961|4
45245|14|78210|4
43596|17|18136|4
45683|16|60967|4
4040|20|13127|4
4425|15|29139|4
4368|15|62259|4
43264|19|39822|4
46505|17|138001|4
46349|9|29585|5
45922|17|30288|4
43262|30|58816|4
42374|30|68479|4
41468|14|19600|4
42969|14|35312|4
41685|16|199467|4
40501|16|62838|4
40697|11|29802|4
42114|17|13002|5
42872|4|78485|5
43336|19|23540|4
41580|15|166751|4
43650|12|59247|4
4965|27|92548|4
41333|24|125678|4
41876|19|91009|4
45799|19|52763|4
40825|19|55814|4
44905|18|82092|5
40394|26|97166|4
45108|14|4653|4
44000|21|189679|5
40344|22|13642|4
46121|17|43067|4
40032|23|100236|4
41184|13|76919|4
45952|20|67842|4
40044|25|105200|4
408|26|70409|4
41055|16|186945|4
41103|19|37543|4
48621|15|124221|4
46419|12|20283|4
46566|17|87962|4
40642|10|25928|4
44605|12|61336|5
4608|15|45956|4
46507|4|17171|5
4185|28|17306|4
42826|23|39462|4
42226|16|56346|4
42949|16|37464|4
45099|29|117821|5
43635|14|16720|4
40997|21|67573|4
45963|22|65214|4
40731|27|138765|4
42493|23|60664|4
49665|11|10825|5
41472|16|174676|4
45314|22|24506|4
40081|21|51599|4
41833|29|150301|4
47090|26|18994|4
44706|14|10410|4
40550|10|129410|4
4038|28|34636|4
469|22|57544|4
45990|14|49246|4
48021|21|64329|4
41350|18|24260|4
40442|18|7281|4
44214|18|58583|4
43087|18|10145|4
4222|22|23789|4
4880|28|21752|5
46125|29|68377|4
4439|19|21179|4
47176|14|7655|5
44400|12|51590|4
45666|21|29716|4
42312|17|120590|4
46236|14|83762|4
47003|13|79467|4
46978|14|51872|4
47235|19|20092|4
45069|21|8466|5
41383|10|7616|4
417|13|27682|4
4952|21|288373|4
45491|16|47362|4
44005|8|411901|4
46543|3|85187|5
41405|20|176720|5
46372|23|204264|4
45382|8|87905|4
46044|7|8103|4
40302|23|79838|4
45082|14|5120|4
44397|17|57656|4
46762|20|64313|4
487|20|9769|4
41137|19|100091|4
46038|17|121148|4
4808|27|21463|4
4378|24|41182|4
44031|18|20138|4
41176|14|89248|4
45870|23|84870|4
42545|16|50307|4
46226|7|25161|4
42|20|27460|4
40576|21|17046|4
40483|14|148612|4
44525|7|441240|5
44853|18|35257|4
45596|14|160256|4
41793|16|59921|4
4419|17|29511|4
46069|22|61308|4
4442|18|32695|4
41204|22|71371|4
4301|18|161942|4
47209|20|110525|4
456|16|45128|4
4393|22|49951|4
42095|29|52450|4
40436|15|200706|5
41409|17|95648|4
42136|22|31560|4
40575|22|118492|4
46403|19|88398|4
42014|17|73630|4
48453|20|53306|4
43418|15|32007|4
43750|13|82337|5
44196|20|124393|4
46018|17|80039|5
40214|18|83592|4
484|16|49401|4
43685|14|113279|4
4152|19|10236|4
44461|19|24874|4
42342|17|193523|5
40460|24|114107|4
46143|21|20167|4
4249|16|28151|4
45294|25|12223|4
40502|19|40133|4
40889|30|112405|4
41995|27|125711|4
42019|25|53827|4
40866|17|91535|4
46851|13|50554|5
41981|10|54254|4
46067|24|60866|4
40054|14|47367|4
43642|15|52820|4
46205|23|88035|4
43811|18|165212|4
43451|27|161179|4
41258|19|97396|4
45645|24|139478|5
49899|29|45887|4
41602|5|37433|4
46671|31|58340|4
46591|39|19231|4
44962|4|46935|5
43991|7|81410|5
4394|21|100361|4
46846|20|148771|4
4970|10|23802|4
43242|16|25042|4
4654|22|6026|5
44393|14|66423|4
43355|14|16300|4
41887|17|11504|5
44278|18|93539|4
4190|17|15293|4
45559|13|32067|4
41016|25|45571|4
4126|16|21558|4
46016|12|253939|4
48710|17|5010|4
45529|14|10189|4
46098|16|72823|4
42827|19|24412|4
49658|26|12584|4
43297|20|39917|5
46489|14|122297|4
4448|19|30269|4
40651|13|33762|4
41819|22|77120|5
41117|20|60685|4
44123|22|41260|4
41632|20|113582|4
43095|15|39297|4
41667|18|55906|4
4447|17|27169|4
44430|9|67420|4
416|17|75892|4
4992|31|44140|4
4324|13|18605|4
4253|32|37720|4
42224|19|179693|4
46763|24|47798|4
47234|19|32597|5
41953|19|52085|4
44387|16|68702|4
4711|14|45485|4
43237|20|81899|4
40179|17|55996|4
43817|25|13122|4
40520|18|69650|4
46216|21|86147|4
